shapeid,lon,lat,Provider N,Network,Facility N,Address Li,City,State,Zip,County,Chain Orga,Profit or,Certificat,# of Dialy,Offers in-,addrtype,addrlocat
335,-118.3019468,34.0620905,552584,18,FMC-DIALYSIS SERVICES OF MID-WILSHIRE,"3545 WILSHIRE BLVD., SUITE 100-103",LOS ANGELES,CA,90010,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,9/26/2007,17,TRUE,subpremise,ROOFTOP
336,-117.850878,33.7056925,52716,18,DAVITA-SANTA ANA DIALYSIS CENTER,1820 E. DEERE AVENUE,SANTA ANA,CA,92705,ORANGE,DAVITA,Profit,8/17/1977,26,TRUE,premise,ROOFTOP
337,-117.1155368,32.960211,552515,18,DAVITA-CARMEL MOUNTAIN DIALYSIS,"9850 CARMEL MOUNTAIN ROAD,  A-D",SAN DIEGO,CA,92129,SAN DIEGO,DAVITA,Profit,10/31/2003,16,TRUE,establishment,ROOFTOP
338,-117.1932883,33.9106563,52807,18,DAVITA-VALLEY VIEW DIALYSIS,26900 CACTUS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,DAVITA,Profit,11/6/1998,34,TRUE,premise,ROOFTOP
339,-117.2807922,34.0611602,552616,18,FMC-LOMA LINDA,"269 E. CAROLINE STREET, SUITE A",SAN BERNARDINO,CA,92408,SAN BERNARDINO,FRESENIUS MEDICAL CARE,Profit,12/10/2008,24,TRUE,subpremise,ROOFTOP
340,-121.4559288,38.5514132,552802,17,BROADWAY DIALYSIS,2624 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,DAVITA,Profit,1/23/2017,34,TRUE,premise,ROOFTOP
341,-118.2987461,33.7901995,552799,18,FMC-SOUTH BAY HOME THERAPY,1223 PACIFIC COAST HIGHWAY,HARBOR CITY,CA,90710,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,10/18/2016,6,FALSE,street_address,RANGE_INTERPOLATED
342,-121.9790364,37.322465,52514,17,SATELLITE DIALYSIS STEVENS CREEK,4360-A STEVENS CREEK BLVD,SAN JOSE,CA,95129,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,8/10/1977,42,TRUE,premise,ROOFTOP
343,-118.4791919,34.0290553,552580,18,DAVITA-MAR VISTA,"2020 SANTA MONICA BLVD., SUITE 100 & 120",SANTA MONICA,CA,90404,LOS ANGELES,DAVITA,Profit,7/18/2007,20,TRUE,subpremise,ROOFTOP
344,-117.9211305,33.8578309,52505,18,DAVITA-FULLERTON DIALYSIS,238 ORANGEFAIR MALL,FULLERTON,CA,92832,ORANGE,DAVITA,Profit,9/27/1993,25,TRUE,street_address,ROOFTOP
345,-118.0813356,33.8556757,52896,18,DAVITA-CERRITOS DIALYSIS,"19222 PIONEER BLVD., SUITE 101",CERRITOS,CA,90703,LOS ANGELES,DAVITA,Profit,1/2/2003,21,TRUE,subpremise,ROOFTOP
346,-117.9994905,33.9452358,552509,18,DAVITA-WHITTIER DIALYSIS CENTER,"10055 WHITTWOOD DRIVE, SUITE A",WHITTIER,CA,90603,LOS ANGELES,DAVITA,Profit,6/16/2003,18,TRUE,subpremise,ROOFTOP
347,-118.2582812,34.1378728,552836,18,FMC-WEST GLENDALE,623 SOUTH CENTRAL AVENUE,GLENDALE,CA,91204,LOS ANGELES,FRESENIUS MEDICAL CARE,Profit,5/23/2018,24,TRUE,premise,ROOFTOP
348,-117.3741163,34.0027037,52532,18,DAVITA-RIVERSIDE DIALYSIS CENTER,"4361 LATHAM STREET, SUITE 100",RIVERSIDE,CA,92501,RIVERSIDE,DAVITA,Profit,11/2/1978,32,TRUE,subpremise,ROOFTOP
349,-118.793531,34.1477941,552824,18,DAVITA-WESTLAKE VILLAGE DIALYSIS,"30730 RUSSELL RANCH ROAD, SUITE A",THOUSAND OAKS,CA,91362,VENTURA,DAVITA,Profit,1/22/2018,21,TRUE,subpremise,ROOFTOP
350,-121.9627305,37.2613303,552743,17,LOS GATOS DIALYSIS CENTER,14251 WINCHESTER BLVD SUITE 100,LOS GATOS,CA,95032,SANTA CLARA,DAVITA,Profit,3/19/2014,16,TRUE,subpremise,ROOFTOP
351,-117.2850171,33.0394865,52756,18,DAVITA-ENCINITAS DIALYSIS,"332 SANTA FE DRIVE, SUITE 100",ENCINITAS,CA,92024,SAN DIEGO,DAVITA,Profit,3/27/1995,15,TRUE,subpremise,ROOFTOP
352,-118.4500705,34.2904431,552778,18,"NRC-SYLMAR DIALYSIS, LLC",12151 SAN FERNANDO RD.,SYLMAR,CA,91342,LOS ANGELES,NATIONAL RENAL CARE,Profit,4/6/2015,32,TRUE,premise,ROOFTOP
353,-121.8348397,37.3156898,552731,17,TULLY HOME TRAINING,1290 TULLY RD SUITE 60,SAN JOSE,CA,95122,SANTA CLARA,DAVITA,Profit,9/30/2013,0,TRUE,subpremise,ROOFTOP
354,-122.4047381,37.7557265,52813,17,SAN FRANCISCO GENERAL HOSPITAL RENAL CENTER,"1001 POTRERO BLDG. 100, ROOM 342",SAN FRANCISCO,CA,94110,SAN FRANCISCO,INDEPENDENT,Non-Profit,11/1/1997,13,TRUE,subpremise,ROOFTOP
355,-121.2936153,38.8699894,552648,17,RAI LINCOLN DIALYSIS,811 STERLING PARKWAY,LINCOLN,CA,95648,PLACER,FRESENIUS MEDICAL CARE,Profit,2/3/2010,21,TRUE,premise,ROOFTOP
356,-117.543181,34.10425,552757,18,DAVITA-RANCHO CUCAMONGA HOME TRAINING,8219 ROCHESTER AVENUE,RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,DAVITA,Profit,1/23/2014,4,TRUE,street_address,ROOFTOP
357,-121.9168449,37.4565332,552559,17,SATELLITE DIALYSIS,1860 MILMONT DRIVE,MILPITAS,CA,95035,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,8/3/2006,24,TRUE,street_address,ROOFTOP
358,-121.3504999,37.9850593,52703,17,RAI WEST MARCH,3115 WEST MARCH LANE SUITE A,STOCKTON,CA,95219,SAN JOAQUIN,FRESENIUS MEDICAL CARE,Profit,11/19/1990,36,TRUE,subpremise,ROOFTOP
359,-122.4209291,37.7869119,552621,17,WELLBOUND OF SAN FRANCISCO,1166 POST STREET #201,SAN FRANCISCO,CA,94109,SAN FRANCISCO,SATELLITE HEALTHCARE,Non-Profit,7/3/2009,0,TRUE,subpremise,ROOFTOP
360,-121.8479437,37.36037,52572,17,SATELLITE DIALYSIS SAN JOSE,2121 ALEXIAN DRIVE,SAN JOSE,CA,95116,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,5/25/1981,56,TRUE,premise,ROOFTOP
361,-121.3194022,38.0124891,52784,17,DELTA SIERRA DIALYSIS CENTER,555 WEST BENJAMIN HOLT DRIVE  #200,STOCKTON,CA,95207,SAN JOAQUIN,DAVITA,Profit,4/12/1996,13,TRUE,subpremise,ROOFTOP
362,-118.0807641,34.5798675,52867,18,EAST PALMDALE DIALYSIS CENTER,2710 E. PALMDALE BLVD.,PALMDALE,CA,93550,LOS ANGELES,INDEPENDENT,Profit,5/8/2001,20,TRUE,premise,ROOFTOP
363,-117.7683973,33.6598224,52898,18,FMC-RAI-LAGUNA CANYON-IRVINE,16255 LAGUNA CANYON ROAD,IRVINE,CA,92618,ORANGE,FRESENIUS MEDICAL CARE,Profit,2/19/2003,24,TRUE,premise,ROOFTOP
364,-121.9668183,37.7842456,552842,17,DAVITA SAN RAMON VALLEY HOME TRAINING,1320 EL CAPITAN DR STE 210,DANVILLE,CA,94526,CONTRA COSTA,DAVITA,Profit,10/25/2018,0,TRUE,subpremise,ROOFTOP
365,-119.0995374,35.3417473,552562,18,FMC-BAKERSFIELD,"8625 LIBERTY PARK DRIVE, SUITE 102",BAKERSFIELD,CA,93311,KERN,FRESENIUS MEDICAL CARE,Profit,11/29/2006,25,TRUE,subpremise,ROOFTOP
366,-118.1890145,33.8257227,552614,18,DAVITA-BIXBY KNOLLS DIALYSIS,3744 LONG BEACH BLVD.,LONG BEACH,CA,90807,LOS ANGELES,DAVITA,Profit,9/29/2008,23,TRUE,premise,ROOFTOP
367,-119.3902688,36.5491298,552740,18,DAVITA-DINUBA DIALYSIS,510 E NORTH WAY,DINUBA,CA,93618,TULARE,DAVITA,Profit,11/19/2013,20,TRUE,premise,ROOFTOP
368,-118.4048156,34.232548,552777,18,"LAUREL CANYON DIALYSIS, LLC",8987 LAUREL CANYON BLVD.,SUN VALLEY,CA,91352,LOS ANGELES,INDEPENDENT,Profit,4/8/2015,30,TRUE,street_address,ROOFTOP
369,-121.9337045,37.3155593,52305,17,SANTA CLARA VALLEY RENAL CARE CENTER,2220 MOORPARK AVENUE,SAN JOSE,CA,95128,SANTA CLARA,INDEPENDENT,Non-Profit,8/22/1977,25,TRUE,premise,ROOFTOP
370,-118.8842103,34.2067924,52579,18,FMC-CONEJO VALLEY RENAL CENTER,"227 W. JANSS ROAD, SUITE 115",THOUSAND OAKS,CA,91360,VENTURA,FRESENIUS MEDICAL CARE,Profit,1/14/1982,15,TRUE,subpremise,ROOFTOP
371,-117.8363208,33.7643952,52897,18,DAVITA-TUSTIN DIALYSIS CENTER,"2090 N. TUSTIN AVENUE, SUITE 100",SANTA ANA,CA,92705,ORANGE,DAVITA,Profit,2/21/2003,24,TRUE,subpremise,ROOFTOP
372,-118.0604168,33.8035957,552691,18,DAVITA-LOS ALAMITOS DIALYSIS,4141 KATELLA AVENUE,LOS ALAMITOS,CA,90720,ORANGE,DAVITA,Profit,9/16/2011,24,TRUE,street_address,ROOFTOP
373,-115.5550169,32.7925654,52690,18,FMC-EL CENTRO DESERT VALLEY DIALYSIS CENTER,110 S. FIFTH STREET,EL CENTRO,CA,92243,IMPERIAL,FRESENIUS MEDICAL CARE,Profit,10/31/1989,20,TRUE,premise,ROOFTOP
374,-121.8348397,37.3156898,552723,17,TULLY DIALYSIS CENTER,1290 TULLY RD SUITE 80,SAN JOSE,CA,95122,SANTA CLARA,DAVITA,Profit,7/26/2013,32,TRUE,subpremise,ROOFTOP
375,-122.0497409,37.9805773,552535,17,CONCORD DIALYSIS CENTER,2300 STANWELL DRIVE SUITE C,CONCORD,CA,94520,CONTRA COSTA,DAVITA,Profit,11/14/2004,21,TRUE,subpremise,ROOFTOP
376,-117.1045059,32.6590703,52536,18,FMC-NATIONAL CITY DIALYSIS CENTER,303 W. 26TH STREET,NATIONAL CITY,CA,91950,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,1/1/1991,22,TRUE,premise,ROOFTOP
377,-117.6682811,34.0849654,552596,18,"ONTARIO DIALYSIS, INC.","1001 W. SIXTH STREET, SUITE A",ONTARIO,CA,91762,SAN BERNARDINO,INDEPENDENT,Profit,3/7/2008,32,TRUE,subpremise,ROOFTOP
378,-117.543168,34.1039631,552675,18,HOME DIALYSIS CENTERS OF RANCHO CUCAMONGA,"8239 ROCHESTER AVENUE, SUITE 110",RANCHO CUCAMONGA,CA,91730,SAN BERNARDINO,INDEPENDENT,Profit,10/21/2010,2,TRUE,subpremise,ROOFTOP
379,-118.2530734,34.1278156,52859,18,DAVITA-WEST GLENDALE DIALYSIS,1427 S. GLENDALE AVENUE,GLENDALE,CA,91205,LOS ANGELES,DAVITA,Profit,4/25/2000,19,TRUE,premise,ROOFTOP
380,-122.6353842,38.2539809,552849,17,DAVITA PETALUMA RIVER DIALYSIS,"417 N MCDOWELL BLVD, SUITE 30",PETALUMA,CA,94954,SONOMA,DAVITA,Profit,1/17/2019,24,TRUE,subpremise,ROOFTOP
381,-119.7305236,36.8348743,552646,17,FMC NORTH FRESNO DIALYSIS,6737 N. WILLOW BLDG C,FRESNO,CA,93710,FRESNO,FRESENIUS MEDICAL CARE,Profit,12/7/2009,20,TRUE,subpremise,ROOFTOP
382,-118.4579383,34.4025228,552547,18,"NRC-CANYON COUNTRY DIALYSIS CENTER, LLC","18520 VIA PRINCESSA, BUILDING C-1",CANYON COUNTRY,CA,91387,LOS ANGELES,NATIONAL RENAL CARE,Profit,9/14/2005,15,TRUE,subpremise,ROOFTOP
383,-121.8223649,37.704306,552638,17,LIVERMORE DIALYSIS CENTER,3201 DOOLAN ROAD SUITE 175,LIVERMORE,CA,94551,ALAMEDA,DAVITA,Profit,2/3/2010,24,TRUE,subpremise,ROOFTOP
384,-121.98953,38.358057,552510,17,CREEKSIDE DIALYSIS CENTER,141 PARKER STREET,VACAVILLE,CA,95688,SOLANO,DAVITA,Profit,8/6/2003,12,TRUE,street_address,ROOFTOP
385,-118.3773804,34.0442663,52384,18,KAISER FOUNDATION HOSPITAL MEDICAL CTR.- WEST LOS ANGELES,"DIALYSIS UNIT 6041 CADILLAC AVENUE, SUITE 442",LOS ANGELES,CA,90034,LOS ANGELES,KAISER PERMANENTE,Non-Profit,4/26/1993,3,FALSE,establishment,ROOFTOP
386,-120.4614213,37.3317033,552647,17,MERCED EAST DIALYSIS,464 EAST YOSEMITE AVENUE STE B,MERCED,CA,95340,MERCED,DAVITA,Profit,12/9/2009,12,TRUE,subpremise,ROOFTOP
387,-121.8634389,36.5957655,52583,17,MONTEREY PENINSULA DIALYSIS,2066 NORTH FREMONT BLVD,MONTEREY,CA,93940,MONTEREY,INNOVATIVE DIALYSIS SYSTEMS,Profit,8/5/1982,18,TRUE,premise,ROOFTOP
388,-118.1499504,33.8617112,52788,18,DAVITA-NEPHRON DIALYSIS,5820 DOWNEY AVENUE,LONG BEACH,CA,90805,LOS ANGELES,DAVITA,Profit,8/8/1996,21,TRUE,street_address,ROOFTOP
389,-118.2910238,34.0976068,52321,18,CHILDRENS HOSPITAL OF LOS ANGELES,"DIVISION OF NEPHROLOGY (DIALYSIS) 4650 SUNSET BLVD., BOX 40",LOS ANGELES,CA,90027,LOS ANGELES,INDEPENDENT,Non-Profit,7/28/1977,10,TRUE,street_address,ROOFTOP
390,-122.0944849,37.6320613,52398,17,KAISER HOSPITAL ESRD PD UNIT,27303 SLEEPY HOLLOW,HAYWARD,CA,94545,ALAMEDA,KAISER PERMANENTE,Non-Profit,3/18/2005,0,FALSE,premise,ROOFTOP
391,-118.2821511,34.0117238,52713,18,DAVITA-UNIVERSITY PARK DIALYSIS CENTER,3986 S. FIGUEROA STREET,LOS ANGELES,CA,90037,LOS ANGELES,DAVITA,Profit,6/7/1991,20,TRUE,street_address,ROOFTOP
392,-122.3262078,37.5650427,552682,17,DAVITA MILLS DIALYSIS,100 SOUTH SAN MATEO DRIVE,SAN MATEO,CA,94401,SAN MATEO,DAVITA,Profit,7/1/2011,19,TRUE,premise,ROOFTOP
393,-118.2154268,34.2050166,552662,18,U.S. RENAL CARE VERDUGO HILLS DIALYSIS,"1808 VERDUGO BLVD., SUITE 200",GLENDALE,CA,91208,LOS ANGELES,"US RENAL CARE, INC.",Profit,8/30/2010,25,TRUE,subpremise,ROOFTOP
394,-118.2308703,34.1500714,552589,18,DAVITA-NORTH GLENDALE,"1505 WILSON TERRACE, SUITE 190",GLENDALE,CA,91206,LOS ANGELES,DAVITA,Profit,12/14/2007,36,TRUE,subpremise,ROOFTOP
395,-118.1422118,33.8845064,552694,18,DAVITA-ARTESIA HOME TRAINING,"16506 LAKEWOOD BLVD, SUITE 100",BELLFLOWER,CA,90706,LOS ANGELES,DAVITA,Profit,11/30/2011,8,FALSE,subpremise,ROOFTOP
396,-118.358746,33.8404482,52701,18,U.S. RENAL CARE EARL STREET DIALYSIS,"20911 EARL STREET, SUITE 160",TORRANCE,CA,90503,LOS ANGELES,"US RENAL CARE, INC.",Profit,11/2/1990,9,TRUE,subpremise,ROOFTOP
397,-121.9974591,37.3363342,52392,17,KAISER PERMANENTE - SANTA CLARA,710 LAWRENCE EXPRESSWAY #460,SANTA CLARA,CA,95051,SANTA CLARA,KAISER PERMANENTE,Non-Profit,6/20/1996,0,FALSE,subpremise,ROOFTOP
398,-122.3901304,37.7663741,53501,17,PEDIATRIC DIALYSIS UNIT AT UCSF,"1825 4TH STREET, ROOM M5209",SAN FRANCISCO,CA,94143,SAN FRANCISCO,INDEPENDENT,Non-Profit,8/9/1977,5,TRUE,subpremise,ROOFTOP
399,-117.2681168,33.9122254,552599,18,DAVITA-MORENO VALLEY,"22620 GOLDENCREST DRIVE, SUITE 101-103",MORENO VALLEY,CA,92553,RIVERSIDE,DAVITA,Profit,6/27/2008,24,TRUE,subpremise,ROOFTOP
400,-121.7927752,37.3166387,552643,17,ABORN DIALYSIS CENTER,3162 S WHITE ROAD,SAN JOSE,CA,95148,SANTA CLARA,DAVITA,Profit,3/2/2010,18,TRUE,premise,ROOFTOP
401,-117.8859473,33.7100153,552775,18,FMC-SANTA ANA DIALYSIS,"2740 S. BRISTOL STREET, SUITE 110",SANTA ANA,CA,92704,ORANGE,FRESENIUS MEDICAL CARE,Profit,3/5/2015,24,TRUE,subpremise,ROOFTOP
402,-118.3541617,33.8653127,552833,18,U.S. RENAL CARE SOUTH BAY DIALYSIS,4450 182ND STREET,REDONDO BEACH,CA,90278,LOS ANGELES,"US RENAL CARE, INC.",Profit,5/2/2018,14,TRUE,street_address,ROOFTOP
403,-118.1805599,33.9419361,552821,18,DAVITA-SOUTH GATE DIALYSIS,9848 ATLANTIC AVENUE,SOUTH GATE,CA,90280,LOS ANGELES,DALLAS COUNTY HOSPITAL DISTRICT,Profit,10/18/2017,25,TRUE,premise,ROOFTOP
404,-121.2861169,38.0034569,552577,17,SATELLITE DIALYSIS OF STOCKTON,1801 EAST MARCH LANE SUITE A100,STOCKTON,CA,95210,SAN JOAQUIN,SATELLITE HEALTHCARE,Non-Profit,5/23/2007,25,TRUE,subpremise,ROOFTOP
405,-120.7228705,35.5546888,552567,18,DAVITA-TEMPLETON DIALYSIS,"1310 LAS TABLAS ROAD, SUITE 101",TEMPLETON,CA,93465,SAN LUIS OBISPO,DAVITA,Profit,12/6/2006,16,TRUE,subpremise,ROOFTOP
406,-120.8547842,37.0671291,52738,17,LOS BANOS DIALYSIS CENTER,"60 G STREET, BUILDING D",LOS BANOS,CA,93635,MERCED,DAVITA,Profit,7/2/1993,11,TRUE,subpremise,ROOFTOP
407,-117.6086875,34.032542,52404,18,KAISER FOUNDATION HOSPITAL MEDICAL CTR.- ONTARIO,2295 SOUTH VINEYARD AVENUE,ONTARIO,CA,91761,SAN BERNARDINO,KAISER PERMANENTE,Non-Profit,8/6/2014,5,FALSE,street_address,ROOFTOP
408,-121.8682245,38.010311,52757,17,FMC DIABLO CENTRAL PITTSBURG,2155 LOVERIDGE ROAD,PITTSBURG,CA,94565,CONTRA COSTA,FRESENIUS MEDICAL CARE,Profit,1/1/1995,15,TRUE,premise,ROOFTOP
409,-116.3033827,33.7661321,552840,18,DAVITA-DESERT SANDS HOME TRAINING,78030 WILDCAT DR. STE 102,PALM DESERT,CA,92211,RIVERSIDE,SULA DIALYSIS,Profit,5/8/2018,5,FALSE,subpremise,ROOFTOP
410,-117.5359862,33.849772,52661,18,DAVITA-CORONA DIALYSIS CENTER,"2057 COMPTON AVENUE, #101",CORONA,CA,92881,RIVERSIDE,DAVITA,Profit,8/18/1987,24,TRUE,subpremise,ROOFTOP
411,-119.1550464,36.2970047,552594,18,DAVITA-EXETER DIALYSIS,"1116 W. VISALIA ROAD, SUITE 106",EXETER,CA,93221,TULARE,DAVITA,Profit,3/5/2008,12,TRUE,subpremise,ROOFTOP
412,-118.0995116,34.580052,52869,18,DAVITA-PALMDALE REGIONAL DIALYSIS,1643 E. PALMDALE BLVD.,PALMDALE,CA,93550,LOS ANGELES,DAVITA,Profit,7/3/2001,24,TRUE,premise,ROOFTOP
413,-121.5997186,39.1444965,552533,17,MARYSVILLE DIALYSIS CENTER,1015 8TH STREET,MARYSVILLE,CA,95901,YUBA,DAVITA,Profit,11/12/2004,15,TRUE,premise,ROOFTOP
414,-118.5364103,34.2398243,552674,18,NRC-NORTHRIDGE DIALYSIS CENTER,9325 RESEDA BLVD.,NORTHRIDGE,CA,91324,LOS ANGELES,NATIONAL RENAL CARE,Profit,4/6/2011,22,TRUE,premise,ROOFTOP
415,-117.6753391,33.6190263,552595,18,FMC-MISSION VIEJO,"23681 VIA LINDA, SUITE E",MISSION VIEJO,CA,92691,ORANGE,FRESENIUS MEDICAL CARE,Profit,3/21/2008,18,TRUE,subpremise,ROOFTOP
416,-117.0927848,33.0116796,552516,18,FMC-RANCHO,"11031 VIA FRONTERA, SUITE C",SAN DIEGO,CA,92127,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,10/31/2003,16,TRUE,subpremise,ROOFTOP
417,-117.6991415,34.0878796,52804,18,DAVITA-MONTCLAIR DIALYSIS CENTER,9142 MONTE VISTA AVE,MONTCLAIR,CA,91763,SAN BERNARDINO,DAVITA,Profit,5/23/1997,30,TRUE,street_address,ROOFTOP
418,-117.7514936,34.0861955,52591,18,DAVITA-POMONA DIALYSIS,2111 N. GAREY AVENUE,POMONA,CA,91767,LOS ANGELES,DAVITA,Profit,7/15/1983,32,TRUE,premise,ROOFTOP
419,-121.4855174,38.4276486,552604,17,WEST ELK GROVE DIALYSIS CENTER,2208 KAUSEN DRIVE SUITE 100,ELK GROVE,CA,95758,SACRAMENTO,DAVITA,Profit,8/27/2008,22,TRUE,subpremise,ROOFTOP
420,-122.2660534,37.8219981,552717,17,SATELLITE DIALYSIS OAKLAND,3330 TELEGRAPH AVE,OAKLAND,CA,94609,ALAMEDA,SATELLITE DIALYSIS,Non-Profit,6/5/2013,27,TRUE,premise,ROOFTOP
421,-119.095706,35.366219,552823,18,DAVITA-CASA DEL RIO HOME TRAINING,"8331 BRIMHALL ROAD BUILDING 900, SUITE 902",BAKERSFIELD,CA,93312,KERN,DAVITA,Profit,2/26/2018,8,TRUE,subpremise,ROOFTOP
422,-122.0196793,37.5390528,52797,17,FMC ARDENWOOD,37478 CEDAR BLVD STE A,NEWARK,CA,94560,ALAMEDA,FRESENIUS MEDICAL CARE,Profit,1/31/1997,12,TRUE,subpremise,ROOFTOP
423,-122.4257994,37.6417848,52874,17,SATELLITE HEALTHCARE SOUTH SAN FRANCISCO,205 KENWOOD WAY,SOUTH SAN FRANCISCO,CA,94080,SAN MATEO,SATELLITE HEALTHCARE,Non-Profit,1/16/2002,24,TRUE,premise,ROOFTOP
424,-122.7916103,38.5174777,552503,17,FMC SANTA  ROSA NORTH,487 AVIATION BLVD. SUITE 110,SANTA ROSA,CA,95403,SONOMA,FRESENIUS MEDICAL CARE,Profit,2/5/2003,13,TRUE,subpremise,ROOFTOP
425,-121.8914628,37.2454387,552827,17,SATELLITE HEALTHCARE BLOSSOM VALLEY,1450 KOOSER ROAD,SAN JOSE,CA,95118,SANTA CLARA,SATELLITE HEALTHCARE,Non-Profit,4/4/2018,25,TRUE,street_address,ROOFTOP
426,-122.9218869,39.0493054,52601,17,LAKEPORT DIALYSIS CENTER,804 ELEVENTH STREET,LAKEPORT,CA,95453,LAKE,DAVITA,Profit,9/17/1984,12,TRUE,street_address,ROOFTOP
427,-118.2652246,34.0368416,552526,18,U.S. RENAL CARE GRAND AVENUE DIALYSIS,"1400 S. GRAND AVENUE, SUITE 105",LOS ANGELES,CA,90015,LOS ANGELES,"US RENAL CARE, INC.",Profit,5/10/2004,20,TRUE,subpremise,ROOFTOP
428,-117.4715121,33.9027488,552617,18,DAVITA-MAGNOLIA WEST AT HOME,"3660 PARK SIERRA DRIVE, SUITE 103",RIVERSIDE,CA,92505,RIVERSIDE,DAVITA,Profit,4/17/2009,2,TRUE,subpremise,ROOFTOP
429,-121.2898384,37.975382,52705,17,RAI NORTH CALIFORNIA,2350 N CALIFORNIA STREET,STOCKTON,CA,95204,SAN JOAQUIN,RENAL ADVANTAGE,Profit,2/26/1991,15,TRUE,premise,ROOFTOP
430,-117.9271788,33.6208104,52881,18,NEWPORT BEACH DIALYSIS,"3333 W. COAST HIGHWAY, SUITE 101",NEWPORT BEACH,CA,92663,ORANGE,RENAL RESEARCH INSTITUTE,Profit,4/1/1999,16,TRUE,subpremise,ROOFTOP
431,-117.3229917,34.1313164,552830,18,DAVITA-SERRANO DIALYSIS,1800 MEDICAL CENTER DR. SUITE 150,SAN BERNARDINO,CA,92411,SAN BERNARDINO,DAVITA,Profit,4/18/2018,24,TRUE,subpremise,ROOFTOP
432,-122.3432114,37.961484,52560,17,SAN PABLO DIALYSIS CENTER,14020 SAN PABLO AVENUE,SAN PABLO,CA,94806,CONTRA COSTA,DAVITA,Profit,4/25/1980,22,TRUE,premise,ROOFTOP
433,-116.93689,32.8012328,52780,18,FMC-BALBOA EAST COUNTY,570 N. SECOND STREET,EL CAJON,CA,92021,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,2/19/1996,24,TRUE,street_address,ROOFTOP
434,-119.1479912,34.2200656,552684,18,DAVITA-OXNARD DIALYSIS CENTER,1900 OUTLET CENTER DR.,OXNARD,CA,93036,VENTURA,DAVITA,Profit,9/21/2011,20,TRUE,premise,ROOFTOP
435,-117.4208563,34.1073055,52682,18,DAVITA-FONTANA DIALYSIS,17590 FOOTHILL BLVD.,FONTANA,CA,92335,SAN BERNARDINO,DAVITA,Profit,6/26/1989,28,TRUE,premise,ROOFTOP
436,-118.4503636,34.2211729,52827,18,U.S. RENAL CARE PANORAMA CITY DIALYSIS,14600 ROSCOE BLVD.,PANORAMA CITY,CA,91402,LOS ANGELES,"US RENAL CARE, INC.",Profit,4/27/1998,36,TRUE,premise,ROOFTOP
437,-120.382675,37.991843,52609,17,SATELLITE DIALYSIS SONORA,136 EAST COLUMBIA WAY,SONORA,CA,95370,TUOLUMNE,SATELLITE HEALTHCARE,Non-Profit,11/5/1984,9,TRUE,street_address,ROOFTOP
438,-117.1548758,32.8129092,52576,18,FMC-BALBOA KEARNY MESA DIALYSIS CENTER,"7927 OSTROW STREET, SUITE A",SAN DIEGO,CA,92111,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,12/1/1987,28,TRUE,subpremise,ROOFTOP
439,-118.5548338,34.2320127,552853,18,NORTHRIDGE KIDNEY CARE CENTER,19333 BUSINESS CENTER DRIVE,NORTHRIDGE,CA,91324,LOS ANGELES,INDEPENDENT,Profit,12/13/2018,0,TRUE,premise,ROOFTOP
440,-117.3306592,34.5230214,552834,18,DAVITA-VISTA DEL SOL DIALYSIS,15002 AMARGOSA ROAD,VICTORVILLE,CA,92394,SAN BERNARDINO,DAVITA,Profit,5/16/2018,25,TRUE,premise,ROOFTOP
441,-119.0276936,36.0709466,52401,18,SIERRA VIEW DISTRICT HOSPITAL DIALYSIS CENTER,283 N. PEARSON DRIVE,PORTERVILLE,CA,93257,TULARE,INDEPENDENT,Non-Profit,8/15/2007,32,TRUE,street_address,ROOFTOP
442,-122.469811,37.7011118,552719,17,WELLBOUND OF DALY CITY,2001 JUNIPERO SERRA BLVD,DALY CITY,CA,94014,SAN MATEO,SATELLITE DIALYSIS,Non-Profit,6/12/2013,4,TRUE,premise,ROOFTOP
443,-117.3637133,34.4663388,552770,18,DESERT CITIES DIALYSIS-AMETHYST,11883 AMETHYST ROAD,VICTORVILLE,CA,92392,SAN BERNARDINO,INDEPENDENT,Profit,9/5/2014,26,TRUE,premise,ROOFTOP
444,-116.962522,32.6560138,552745,18,FMC-EAST LAKES,2391 BOSWELL ROAD,CHULA VISTA,CA,91914,SAN DIEGO,FRESENIUS MEDICAL CARE,Profit,3/28/2014,25,TRUE,premise,ROOFTOP
445,-117.9297058,33.7135634,552693,18,FMC-RAI-FOUNTAIN VALLEY HOME,"17197 NEWHOPE STREET, SUITE E",FOUNTAIN VALLEY,CA,92708,ORANGE,FRESENIUS MEDICAL CARE,Profit,11/28/2011,3,TRUE,subpremise,ROOFTOP
